news_id,Title,Link,Content,Category,Reporter,Date
74,"LG전자, 영국 웸블리스타디움에 초대형 LED사이니지 설치",/news/articleView.html?idxno=41051,"LG전자는 9일 영국 웸블리 스타디움(Wembley Stadium)에 초대형 LED 사이니지를 설치했다고 밝혔다. LG전자의 사이니즈는 가로 약 57m, 세로 7.5m 규모다. 메인 전광판 양옆으로는 가로 약 19m, 세로 11m 크기 전광판 2개를 각각 설치했다. 전체 전광판 면적은 총 840제곱미터(㎡)로 농구장 두 개를 합한 면적과 비슷하다.이 제품은 앞뒤가 뚫려 있어 전광판 화면 뒤에서도 경기장 바깥 풍경을 바라보는 관람객의 시야를 방해하지 않는다고 LG전자는 설명했다.LG전자는 메인 전광판뿐만 아니라 관람객 대상 안내와 광",테크기기,이일호,2021.08.09 10:40
75,"LG전자, 한정판 ‘그램 블랙라벨’ 출시...출하가 319만원",/news/articleView.html?idxno=41008,LG전자는 5일 자사 노트북 브랜드 ‘LG 그램(gram)’의 한정판 제품 ‘LG 그램 블랙 라벨(Black label)’을 출시한다고 밝혔다.제품엔 인텔 11세대 타이거레이크 i7-1195G7이 들어가며 그래픽카드는 인텔 내장 그래픽 프로세서(아이리스Xe)가 탑재됐다. 디스플레이는 16:10 화면비의 WQXGA(2560x1600) IPS 디스플레이가 탑재됐고 디지털 영화협회(DCI) 표준 색 영역 DCI-P3를 99% 충족했다.램은 온보드 방식의 LPDDR4x 32GB이며 저장장치는 1TB MNVMe SSD에 슬롯 1개가 추가된다,테크기기,이일호,2021.08.05 10:13
76,"삼성전자 무풍에어컨, 해외 매출 전년比 75% 증가",/news/articleView.html?idxno=40964,삼성전자가 올해 상반기 해외 시장에서 가정용 무풍에어컨 매출이 전년 동기 대비 75% 이상 증가했다고 2일 밝혔다. 2016년 처음 선보인 무풍에어컨은 에어컨 바람이 직접 피부에 닿지 않는 게 특징이다. 무풍에어컨은 해외 80개국에서 윈드프리(WindFree)라는 이름으로 판매되고 있다. 삼성전자는 판매 국가를 향후 90개국으로 확대할 방침이다. 삼성전자는 북미와 유럽 지역 매출 성장세가 눈에 띈다고 강조했다. 삼성전자가 올해 상반기 북미 및 유럽지역에서 판매한 에어컨 매출액 중 40% 이상이 윈드프리 제품 판매로 벌어들인 돈이다.,테크기기,최창원,2021.08.02 11:01
77,"LG전자, 탈모치료기기 고객 체험 공간 늘린다",/news/articleView.html?idxno=40955,탈모 치료 시장에 진출한 LG전자가 자사 치료 기기의 고객 경험 공간을 늘린다.LG전자는 1일 프라엘 메디헤어 체험 공간을 전국 200개 LG베스트샵 매장으로 순차 확대한다고 밝혔다.LG전자는 지난해 말부터 전국 LG베스트샵 주요 매장에 프라엘 메디헤어 체험공간을 운영해 왔다. 지난 5월 초 기준으로 전국 40여 개 수준이던 체험공간을 최근 100개로 늘린 데 이어 추가 확대한다는 계획이다.고객은 LG전자 홈페이지 내 LG 프라엘 메디헤어 체험존 방문 예약 페이지에 들어가 가까운 체험형 매장을 검색하고 원하는 시간에 체험 예약을 할,테크기기,이일호,2021.08.01 11:17
78,"삼성전자, 미니LED 게이밍모니터 출시...출고가 240만원",/news/articleView.html?idxno=40891,"삼성전자가 게이밍 모니터에 미니 LED를 적용한 ‘오디세이 Neo(Odyssey Neo) G9’를 국내를 포함한 전 세계 주요 시장에 29일 출시한다.오디세이 Neo G9(모델명 S49AG950)는 49형 크기에 1000R 곡률, 32:9 울트라 와이드 화면비, 듀얼 QHD(5120x1440) 해상도를 갖춘 제품이다. 기존 LED 대비 40분의 1(높이 기준) 크기로 작아진 ‘퀀텀 미니 LED’를 광원으로 쓰며 삼성의 화질 기술인 ‘퀀텀 매트릭스’와 ‘퀀텀 HDR 2000’을 탑재했다.퀀텀 매트릭스는 화면의 밝기를 4096단계(12",테크기기,이일호,2021.07.27 11:45
79,"LG전자, 무선이어폰 신작 ‘톤 프리’ 3종 출시..16만9000원부터",/news/articleView.html?idxno=40866,"LG전자는 26일 무선이어폰 ‘톤 프리(TONE Free)’ 신제품 3종을 출시한다고 밝혔다.톤 프리엔 액티브 노이즈 캔슬링(ANC) 기능이 탑재됐고 세계적 음향 회사 메리디안 사와 합작해 프리미엄 사운드를 담았다. 진공판은 합성섬유(Nomex) 소재를 실리콘 소재로 둘러 저음을 강조했다.신제품 중 ‘TONE-TFP9’에는 플러그&와이어리스(Plug&Wireless) 기능을 탑재했다. 블루투스 기능이 없는 기기에서도 충전 크래들을 멀티미디어 단자와 연결해 무선이어폰을 사용할 수 있도록 해준다. 비행기에서 제공하는 영상을 볼 때, 러",테크기기,이일호,2021.07.26 10:00
80,"TV플랫폼 리더십 노리는 LG전자, ‘스탠바이미’로 MZ세대 잡을까",/news/articleView.html?idxno=40851,"스마트폰을 대체할 플랫폼으로 TV를 선택한 LG전자가 새로운 형태의 TV ‘스탠바이미’(Stand By Me)를 선보였다.LG전자는 지난 21일 LG 스탠바이미 예약판매를 통해 사전 물량 300대를 완판했다고 밝혔다. 온라인브랜드샵에서 라이브방송으로 사전 물량 200대를 팔았고, 같은 날 쿠팡에서도 준비 물량 100대를 소화했다.이 제품은 제품 하단에 바퀴가 달린 ‘무빙 스탠드’ 디자인이다. 집안 다양한 장소에 옮기며 쓸 수 있고 배터리가 탑재돼 전원 연결 없이 최장 3시간 쓸 수 있다. 27형 화면은 터치 스크린이 지원되며 좌우를",테크기기,이일호,2021.07.23 11:56
81,"삼성전자, 마이크로LED 기반 상업용 디스플레이 출시",/news/articleView.html?idxno=40770,삼성전자가 마이크로 발광다이오드(LED) 기반 상업용 디스플레이 ‘더 월(The Wall)'을 19일 출시한다고 밝혔다. 마이크로LED는 100마이크로미터(㎛) 이하의 초소형 LED다. 유기발광다이오드(OLED)와 비교해 수명·신뢰성·속도 등에서 우수하다고 평가받는다. 삼성전자는 신제품에 △마이크로 AI 프로세서 탑재 △40% 작아진 신규 소자 적용 △초대형·초고화질 사양 탑재 등 3가지 특징이 있다고 설명했다.마이크로 AI프로세서는 영상을 신제품에 적합한 최적의 화질로 조정한다. 작아진 신규 소자는 계조 표현의 품질을 높였다. 계,테크기기,최창원,2021.07.19 11:00
82,삼성전자 '갤럭시 탭 S7 FE' 출시...출고가 69만9600원부터,/news/articleView.html?idxno=40762,삼성전자가 ‘갤럭시 탭 S7 FE'를 국내에 정식 출시한다고 18일 밝혔다. 출고가는 모델에 따라 69만9600원부터 84만400원이다. 삼성전자는 오는 19일부터 사전 예약을 실시한다. 갤럭시 탭 S7 FE는 일종의 보급형 태블릿 모델이다. 114만원부터 가격이 책정되는 갤럭시 탭 S7+보다 저렴한 가격에 태블릿을 경험할 수 있다. 제품은 64기가바이트(GB)와 128GB 모델로 출시된다. 64GB 모델은 롱텀에볼루션(LTE)을 지원하고 △미스틱 그린 △미스틱 핑크 △미스틱 실버 등 3가지 색상으로 구성된다. 가격은 69만9600,테크기기,최창원,2021.07.18 11:23
83,"애플, 애플워치용 밴드·페이스 '애국심 에디션' 출시",/news/articleView.html?idxno=40515,"애플이 애플워치용 신규 인터내셔널 컬렉션 밴드를 선보인다. 이번 컬렉션에는 22개 국가를 상징하는 국기 디자인, 색상 조합을 본 따 만들어진 한정판 스포츠 루프 밴드가 포함된다. 또 각 밴드와 어울리는 스프라이트 패턴 시계 페이스도 함께 제공된다.밴드는 부드럽고 통기성이 뛰어난 소재로 제작됐다. 대상 국가는 한국을 포함해 △오스트레일리아 △벨기에 △브라질 △캐나다 △중국 △덴마크 △프랑스 △독일 △영국 △그리스 △이탈리아 △자메이카 △일본 △멕시코 △네덜란드 △뉴질랜드 △남아공 △스페인 △스웨덴 △미국이다.애플은 해당 에디션으로 사",테크기기,이건한,2021.06.30 10:28
84,"LG전자, ‘QNED MiniLED TV’ 출시..319만원부터",/news/articleView.html?idxno=40514,"LG전자는 30일 미니 LED를 적용한 프리미엄 LCD TV ‘LG QNED 미니(Mini)LED’(이하 QNED TV)를 본격 출시한다고 밝혔다.제품은 해상도(8K·4K), 크기(86·75·65형), 사양에 따라 3개 시리즈의 모델로 구분된다. 국내 모델 기준으로는 7종이다. 이번 주 북미 주요 유통업체 공급을 시작으로 일본, 유럽, 한국 등 글로벌 주요 시장에 제품을 순차 출시한다.QNED TV의 국내 출하가는 8K 제품의 경우 509만~1680만 원, 4K는 319만~820만 원이다.QNED TV는 미니 LED 광원과 독자 고",테크기기,이일호,2021.06.30 10:01
85,"LG 올레드 TV, 4K·120Hz에 ‘돌비비전 게이밍’ 지원",/news/articleView.html?idxno=40494,"LG전자는 29일 자사 올레드(OLED) TV의 4K(3840x2160) 120Hz 주사율에서 ‘돌비비전 게이밍(Dolby Vision Gaming)’을 지원한다고 밝혔다.돌비비전 게이밍은 영상·음향기술 브랜드 돌비(Dolby)가 선보인 게이밍 특화 영상처리기능이다. 올레드 TV는 입체음향기술 ‘돌비 애트모스’와 함께 돌비비전 게이밍을 동시에 지원하게 됐다.LG전자는 최근 소프트웨어 업데이트를 통해 2021년형 올레드 TV 주요 제품(G1·C1)에서 4K·120Hz 돌비비전 게이밍 기능 지원을 시작했다. LG전자는 2021년형, 2",테크기기,이일호,2021.06.29 11:00
86,"게이밍모니터 '돈' 된다..삼성전자, 오디세이 신제품 3종 선보여",/news/articleView.html?idxno=40361,삼성전자와 LG전자 등 국내 IT기업들이 게이밍 모니터 신제품을 속속 내놓고 있다. 집에서 게임을 하는 인구가 늘면서 게이밍 모니터 시장이 빠르게 커지고 있기 때문이다.삼성전자는 21일 게이밍 모니터 신제품 ‘오디세이(Odyssey)’ 4종을 국내를 포함한 전 세계 주요 시장에 출시한다고 밝혔다.오디세이 G70A(28형)는 오디세이 최초로 UHD(3840x2160) 해상도를 갖춘 평면 광시야각 패널을 적용했다. GTG(밝은 회색에서 어두운 회색으로 넘어가는 시간) 기준 1ms 응답속도와 144Hz 주사율을 갖췄다. 최고 밝기는 40,테크기기,이일호,2021.06.21 11:04
87,와이파이 망가뜨리는 아이폰 ‘버그’ 발견...원인은 핫스팟?,/news/articleView.html?idxno=40356,iOS에서 특정 문자열을 가진 와이파이(WiFi) 핫스팟에 연결되기만 하면 아이폰의 와이파이 기능이 손상되는 ‘버그’가 발견됐다. 미국 애플 전문매체인 는 19일(현지시간) 칼 스코(Carl Schou) 리버스 엔지니어의 주장을 인용해 iOS 기기에서 와이파이를 ‘망가뜨리는’ 이름 지정 버그가 발견됐다고 보도했다.버그가 발동될 경우 아이폰을 재부팅하거나 와이파이 핫스팟 이름이 바뀌어도 아이폰이 와이파이 연결을 할 수 없게 된다. 네트워크에 “% p % s % s % s % s % n”과 같은 SSID를 지정하면 아이폰,테크기기,김인경,2021.06.21 08:49
88,"삼성, 갤럭시Z플립3 양산 시작…“8월 말 출시 예정”",/news/articleView.html?idxno=40352,삼성전자의 새로운 스마트폰 갤럭시Z플립3가 본격적으로 양산에 들어갔으며 8월 중 관련 내용이 공개될 것이라는 전망이 나왔다. IT전문매체 폰아레나는 19일(이하 현지시각) IT기기 팁스터(내부 정보 유출가) 맥스 웨인바흐를 인용해 “지난 14일 삼성전자가 갤럭시Z플립3(갤플립3)의 대량 생산을 시작했다”고 보도했다. 이는 당초 업계가 7월 생산이 시작될 것이라는 예상과 비교해 빨라진 것이다. 또한 IT분석가 존 프로서는 19일 “삼성전자가 8월 3일 갤럭시 언팩 이벤트를 통해 갤럭시Z플립3와 Z폴드3를 발표할 예정”이라며 “삼성이,테크기기,김명상,2021.06.20 20:05
89,"델 테크놀로지스, '에일리언웨어 X' 시리즈 등 신작 게이밍노트북 3종 출시",/news/articleView.html?idxno=40333,"한국 델 테크놀로지스는 18일 게임 구현에 최적화된 고성능 게이밍 노트북 신제품 4종을 공개했다.이번에 발표한 신제품에는 프리미엄 게이밍 PC 브랜드 ‘에일리언웨어(Alienware)’의 새로운 라인업 ‘에일리언웨어 X 시리즈(Alienware X-Series)’와 인텔 11세대 코어 프로세서(타이거레이크-H) 기반 ‘에일리언웨어 m15 R6’, ‘델 G시리즈’ 게이밍 노트북이 포함됐다.새롭게 나온 에일리언웨어 X 시리즈는 델의 동급기 중 가장 얇으면서 새로운 냉각 기술이 적용됐다. 신제품은 15.6인치형(x15)와 17.3인치형(",테크기기,이일호,2021.06.18 13:57
90,"LG디스플레이, 국내 철도전시회에 55인치 투명OLED 선보여",/news/articleView.html?idxno=40295,"LG디스플레이는 6월 16~19일 부산 벡스코에서 열리는 ‘부산국제철도기술산업전’에 철도용 투명 OLED 패널을 선보인다고 밝혔다.부산국제철도기술산업전은 글로벌 철도 관련 업체 100여곳이 참가하는 국내 유일의 철도 관련 전문전시회다.이번에 공개한 55인치 투명 OLED 패널은 객실 창문을 대체할 수 있는 철도 특화 제품이다. 투명도 40%로 외부 풍경과 함께 운행 정보와 광고, 엔터테인먼트 콘텐츠를 볼 수 있다. 제품엔 특수 강화유리를 적용해 기존 패널 대비 충격과 진동에 강하다.앞서 LG디스플레이는 지난해부터 중국 베이징, 심천",테크기기,이일호,2021.06.16 10:00
91,"LG전자 ‘그램’, 美매체 노트북 배터리 지속시간 1위 선정",/news/articleView.html?idxno=40228,"LG전자는 11일 자사 노트북 브랜드 ‘그램’이 미국 컨슈머리포트로부터 최고의 배터리 수명을 가진 노트북(Laptops With the Best Battery Life)으로 선정됐다고 밝혔다.평가에선 5개 노트북이 선정됐으며, LG전자의 ‘그램 14’는 비교군 중 가장 높은 27시간 배터리 지속 시간을 기록했다. 그램 14는 인텔 11세대 타이거레이크가 탑재됐고 배터리 용량은 72Wh다.컨슈머리포트는 1936년 미국 비영리단체 ‘소비자연맹’이 창간한 소비자 전문 매체로 제품을 직접 구매해 자체 테스트를 진행한다.이번 노트북 배터리",테크기기,이일호,2021.06.11 12:48
92,"‘갤럭시 북 고’ 공개한 삼성전자, 애플 ‘M1’ 잡을 수 있을까",/news/articleView.html?idxno=40136,삼성전자가 ARM 윈도우10 기반 퀄컴 칩을 탑재한 노트북 ‘갤럭시 북 고’ 시리즈를 공개했다. 당초 지난 4월 ‘갤럭시 노트북 언팩’에서 선보일 것이란 예상과 다르게 대만 IT 박람회인 ‘컴퓨텍스(Computex) 2021’에서 제품을 공개한 것이다. 컴퓨텍스는 대만의 자국 최대 IT 연례행사이자 세계 5위급 전시행사이기도 하다. 공개된 제품은 ‘갤럭시 북 고’와 ‘갤럭시 북 고 5G’ 2종이다. 두 제품엔 각각 퀄컴의 스냅드래곤 애플리케이션 프로세서(AP)가 탑재됐다. 갤럭시 북 고 5G에는 지난해 만들어진 스냅드래곤 2세대 8,테크기기,이일호,2021.06.04 18:23
93,"신제품 없고, 중저가에 치이고…애플 '에어팟' 1Q 점유율 11% 감소",/news/articleView.html?idxno=40133,에어팟(Airpods) 시리즈를 앞세워 글로벌 무선이어폰 시장 1위를 수성 중인 애플의 2021년 1분기 시장 점유율이 전년 동기 대비 11% 감소한 것으로 나타났다. 1년 이상 신제품을 출시하지 않은 데다가 중저가 제품 수요가 늘어나면서 고가 제품군에 해당하는 에어팟 점유율이 하락한 것으로 풀이된다. 글로벌 시장조사업체 카운터포인트 리서치가 4일 발표한 2021년 1분기 전세계 무선이어폰 시장 보고서에 따르면 제품 총 판매량은 전년 동기 대비 44% 성장한 6400만대를 기록했다. 연말 성수기인 4분기 대비 약 12% 감소했지만,테크기기,이건한,2021.06.04 14:38
94,"엔비디아 ‘RTX 3080Ti’, 출시되지마자 국내외서 또 ‘완판’",/news/articleView.html?idxno=40127,엔비디아의 그래픽카드 ‘지포스 RTX 3080Ti’의 글로벌 초도물량 판매가 시작됐다. 지난 3일 첫 판매가 시작됐는데 대부분 판매 시작과 함께 완판되는 사태가 속출했다.‘더버지’(The Verge) 등 외신에 따르면 베스트바이와 뉴에그 등에서 팔리기 시작한 RTX 3080 Ti는 판매와 거의 동시에 매진됐다.앞서 지난 1일 엔비디아는 새로운 지포스 RTX 플래그십 모델인 RTX 3080Ti를 공개했다. 출고가 기존 1199달러(약 133만원)으로 RTX 3070 TI와 TRX 2070 슈퍼보다 1.5배 높은 성능을 내는 제품이다.,테크기기,이일호,2021.06.04 08:46
95,"삼성전자, '갤럭시 북 프로' 혁신기능 기존 모델에 제공",/news/articleView.html?idxno=39667,"삼성전자가 신제품 '갤럭시 북 프로(Galaxy Book Pro)'의 혁신 기능인 '스마트싱스(노트북으로 스마트홈 기기 제어)'와 '퀵쉐어(갤럭시 기기간 파일 공유 기능)' 등을 기존 갤럭시 북 시리즈에도 제공한다고 2일 밝혔다. 갤럭시 북 시리즈 이용자들은 앱스토어를 통해 신규 기능을 다운로드할 수 있다.삼성전자은 고객 서비스 차원에서 신제품의 기능을 기존 제품까지 확대해 제공한다. 이번 제공될 기능은 스마트싱스와 퀵쉐어, '블루투스 간편 연결' 기능이다. 블루투스 간편 연결 기능은 고객이 갤럭시 버즈의 케이스를 열면 자동으로 노",테크기기,구태우,2021.05.02 12:59
96,"LG전자  '올레드 에보'...IT 외신 ""넷플릭스 4K를 보라""",/news/articleView.html?idxno=39666,LG전자가 차세대 올레드(OLED·유기발광다이오드) TV인 'LG 올레드 에보'를 출시했다. 올해 글로벌 가전시장에서 올레드 TV의 수요가 60%(출하량 360만대 → 580만대) 가량 늘어날 전망이 나와 LG전자가 올레드 에보를 필두로 프리미엄 TV 시장을 적극 공략할 수 있을지 관심이다.LG전자는 최근 홍콩에서 현지 미디어와 거래선 관계자를 초청해 LG 올레드 에보 소개 행사를 열었다. LG올레드 에보의 진화한 화질과 디자인이 참석자로부터 높은 관심을 받았다. 48형부터 83형에 이르는 4K(3840x2160) 모델과 최대 88,테크기기,구태우,2021.05.02 12:27
97,삼성전자 첫 '노트북언팩'..갤럭시 북 프로·에코시스템 공개,/news/articleView.html?idxno=39618,삼성전자가 28일 밤 11시 ‘갤럭시 언팩’ 행사를 열었다. 스마트폰이 아니라 노트북 언팩이다. '역대 가장 강력한 갤럭시 기기'를 보여준다는 삼성전자의 첫 노트북 언팩. 어떤 강력한 기기를 보여줬을까.언팩의 주인공은 ‘갤럭시 북 프로(Galaxy Book Pro)’ 시리즈다. 시리즈 명과 동일한 ‘갤럭시 북 프로’(이하 프로 노트북) 제품과 ‘갤럭시북 프로 360’(이하 360 노트북) 두 개로 구성됐다.프로 노트북은 내장그래픽 기준 800그램대 경량화를 앞세웠다. 360 노트북은 ‘투인원(2in1)’이라 부르는 360도 회전 디,테크기기,이일호,2021.04.28 23:00
98,삼성전자 첫 노트북언팩 개봉박두! 그들이 말한 '강력한 기기'는?[테크쑤다Live],/news/articleView.html?idxno=39617,"삼성전자가 블로터 언팩 행사를 엽니다. 그런데, 스마트폰이 아니라 노트북입니다. 사상 첫 노트북 언팩 행사를 앞두고 삼성전자는 ""역대 가장 강력한 갤럭시 기기""를 홍보 포인트로 잡았습니다.이번 행사에선 갤럭시 북 프로 시리즈로 노트북이 출시될 것으로 보입니다. 그간 노트북에 힘을 안 주던 삼성전자가 왜 갑자기 노트북 언팩을 열었을까요? 그들이 보여줄 제품은 얼마나 강력할까요? 삼성이 강조하는 갤럭시 에코 시스템은 어떻게 나타날까요?삼성이 예고한 첫 노트북 언팩, 와 'JN테크리뷰'가 함께 털어드립니다. 28일 오후 10시",테크기기,이일호,2021.04.28 21:27
99,"""애플, 차세대 'M2'칩 생산 들어가...올해 맥북 탑재될 수도""",/news/articleView.html?idxno=39601,애플이 자체 설계한 반도체 칩 ‘M1’을 잇는 ‘M2(또는 M1X)’가 생산에 들어간 것으로 알려졌다. 올해 말 맥북에 탑재될 수 있다는 가능성도 제기됐다.27일(현지시간) 는 익명의 소식통을 인용해 애플이 설계한 차세대 맥 프로세스가 이달 대량생산에 들어갔다고 보도했다. 이르면 7월부터 출하되며 올해 하반기 판매될 예정인 맥북에 사용될 수 있다고 이 매체는 전했다.M2는 세계 반도체 파운드리(위탁생산) 1위 업체인 대만 TSMC가 맡는 것으로 전해졌다. 5나노미터플러스(N5+) 공정이 도입될 전망이다. 전작인 M1,테크기기,김인경,2021.04.28 08:41
100,최초의 에어컨트롤타워 2021 LG 휘센 타워 에어컨,/news/articleView.html?idxno=39481,"가전제품 가운데 결단코 먼저 사야 하는 제품을 생각해보자. 필수 가전인 냉장고와 세탁기를 골랐다면 이제부턴 우선순위의 영역이다. 혹자는 TV나 건조기, 공기청정기, 로봇청소기 등을 말하겠지만, 여름이 가까워질수록 소위 ‘뽐뿌’가 오는 게 있다. 바로 에어컨이다.아닌 게 아니라 우리나라는 점차 아열대 기후로 변하고 있다. 그냥 덥기만 하면 버틸 만한데 습하기까지 하다. 기상청이 발표한 올해 여름 기후 전망은 평년보다 기온이 높고 습하며 무더울 것이라 한다. 참고로 서울이 39.6도를 기록했던 2018년 그 여름 이후, 기자의 집에서",테크기기,이일호,2021.04.26 17:21
